Order_ID,Product_ID,Warehouse_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Order_Status,Quantity_Ordered
ORD514968,PRD1034,WH08,SUP003,2024-01-10,2024-01-15,2024-01-15,Delivered,124
ORD523198,PRD1046,WH02,SUP002,2023-01-27,2023-02-11,2023-02-16,Delivered,137
ORD516047,PRD1037,WH01,SUP004,2024-06-29,2024-06-30,2024-07-02,Delivered,28
ORD542952,PRD1032,WH07,SUP005,2023-12-07,2023-12-08,2023-12-15,Delivered,198
ORD524250,PRD1032,WH06,SUP004,2024-06-28,2024-07-07,2024-07-10,Delivered,193
ORD531275,PRD1045,WH04,SUP004,2024-03-20,2024-03-28,,Cancelled,45
ORD531403,PRD1011,WH05,SUP010,2023-08-24,2023-08-30,2023-08-30,Delivered,14
ORD542574,PRD1013,WH07,SUP001,2024-07-09,2024-07-24,2024-07-24,Delivered,9
ORD540316,PRD1042,WH04,SUP005,2023-02-05,2023-02-11,2023-02-12,Delivered,128
ORD521984,PRD1005,WH02,SUP003,2024-11-03,2024-11-16,,Delayed,31
ORD545746,PRD1002,WH05,SUP006,2023-04-14,2023-04-15,2023-04-15,Delivered,109
ORD503311,PRD1032,WH06,SUP010,17/01/2023,2023-01-19,2023-01-24,Delivered,162
ORD531876,PRD1019,WH01,SUP011,2024-07-31,2024-08-03,2024-08-04,Delivered,146
ORD530999,PRD1017,WH06,SUP009,09-07-2023,2023-07-16,2023-07-16,Delivered,198
ORD545788,PRD1031,WH08,SUP002,10/27/2024,2024-10-30,2024-10-30,Delivered,69
ORD545711,PRD1002,WH06,SUP003,2024-11-25,2024-11-30,2024-12-02,Delivered,49
ORD529413,PRD1038,WH06,SUP002,2024-07-06,2024-07-18,2024-07-18,Delivered,137
ORD535170,PRD1037,WH02,SUP010,2023-04-08,2023-04-16,,Cancelled,191
ORD512057,PRD1043,WH01,SUP004,2024-04-21,2024-04-23,,In Transit,24
ORD516517,PRD1033,WH08,SUP012,2023-02-28,2023-03-08,,In Transit,191
ORD532053,PRD1026,WH06,SUP001,2023-03-25,2023-03-31,,In Transit,26
ORD527990,PRD1044,WH04,SUP004,2023-09-15,2023-09-28,2023-09-28,Delivered,52
ORD536828,PRD1025,WH04,SUP010,2024-03-21,2024-03-27,2024-03-27,Delivered,135
ORD501969,PRD1002,WH07,SUP002,2024-07-29,2024-07-31,,Delayed,42
ORD525089,PRD1009,WH01,SUP010,2024-04-14,2024-04-19,,In Transit,57
ORD505910,PRD1007,WH03,SUP011,2023-02-16,2023-02-22,,In Transit,154
ORD547667,PRD1044,WH03,SUP004,2024-09-30,2024-10-03,2024-10-10,Delivered,119
ORD546310,PRD1018,WH03,SUP004,08/14/2023,2023-08-22,2023-08-22,Delivered,56
ORD543901,PRD1007,WH06,SUP004,2024-03-10,2024-03-16,,Cancelled,69
ORD506832,PRD1027,WH01,SUP006,2024-06-19,2024-06-26,2024-06-26,Delivered,25
ORD551178,PRD1023,WH08,SUP001,2023-07-20,2023-07-25,2023-07-30,Delivered,120
ORD524784,PRD1016,WH02,SUP007,2024-11-12,2024-11-18,2024-11-25,Delivered,121
ORD539987,PRD1047,WH05,SUP001,15-05-2024,2024-05-26,2024-05-26,Delivered,44
ORD505473,PRD1034,WH04,SUP007,2023-06-12,2023-06-13,2023-06-14,Delivered,164
ORD506461,PRD1018,WH06,SUP005,2024-07-08,2024-07-10,,Cancelled,23
ORD507432,PRD1027,WH02,SUP001,12/07/2024,2024-07-13,,Delayed,24
ORD500091,PRD1029,WH04,SUP006,2024-09-11,2024-09-19,,In Transit,43
ORD529266,PRD1016,WH03,SUP011,2024-01-12,2024-01-19,2024-01-19,Delivered,13
ORD540591,PRD1031,WH08,SUP004,2024-04-03,2024-04-07,2024-04-12,Delivered,194
ORD519284,PRD1035,WH01,SUP006,2024-11-28,2024-12-13,,In Transit,38
ORD516542,PRD1038,WH07,SUP007,2024-05-26,2024-06-02,2024-06-03,Delivered,74
ORD546184,PRD1006,WH07,SUP009,2024-01-25,2024-01-29,2024-01-29,Delivered,62
ORD513965,PRD1047,WH02,SUP012,2024-10-14,2024-10-20,,Cancelled,55
ORD505584,PRD1031,WH08,SUP005,31/08/2023,2023-09-08,,Delayed,45
ORD501510,PRD1019,WH07,SUP008,30-11-2023,2023-12-04,,Delayed,113
ORD546518,PRD1016,WH05,SUP007,2024-01-05,2024-01-17,2024-01-19,Delivered,67
ORD546483,PRD1030,WH02,SUP006,2023-09-11,2023-09-14,,Delayed,55
ORD539357,PRD1039,WH05,SUP010,13-08-2023,2023-08-14,,Delayed,49
ORD503364,PRD1009,WH07,SUP012,2023-10-09,2023-10-19,2023-10-19,Delivered,38
ORD525359,PRD1044,WH02,SUP006,2024-08-08,2024-08-15,2024-08-15,Delivered,135
ORD500608,PRD1045,WH02,SUP010,2024-10-19,2024-10-24,2024-10-27,Delivered,25
ORD530913,PRD1006,WH01,SUP005,2023-06-03,2023-06-09,2023-06-12,Delivered,160
ORD547879,PRD1002,WH03,SUP004,2023-02-13,2023-02-25,,Cancelled,80
ORD533100,PRD1021,WH01,SUP005,01/05/2024,2024-01-13,2024-01-18,Delivered,15
ORD514740,PRD1019,WH02,SUP006,2024-05-12,2024-05-20,2024-05-20,Delivered,33
ORD538858,PRD1009,WH07,SUP008,2024-07-15,2024-07-25,,Cancelled,9
ORD533829,PRD1005,WH02,SUP001,2023-07-07,2023-07-13,2023-07-15,Delivered,132
ORD527683,PRD1029,WH02,SUP005,2023-08-17,2023-08-21,,In Transit,192
ORD546128,PRD1011,WH04,SUP010,2024-09-19,2024-09-29,2024-09-29,Delivered,97
ORD539848,PRD1036,WH06,SUP001,09/20/2023,2023-09-25,2023-09-27,Delivered,45
ORD501726,PRD1028,WH01,SUP009,05/10/2023,2023-05-12,2023-05-17,Delivered,33
ORD548156,PRD1009,WH03,SUP012,2024-03-01,2024-03-15,,In Transit,198
ORD526537,PRD1038,WH03,SUP003,05-10-2024,2024-10-08,,Cancelled,38
ORD547947,PRD1023,WH08,SUP001,2024-03-13,2024-03-15,,Delayed,166
ORD525307,PRD1025,WH02,SUP005,2023-08-05,2023-08-11,2023-08-18,Delivered,123
ORD523673,PRD1035,WH02,SUP011,2023-01-17,2023-01-30,2023-02-06,Delivered,188
ORD522720,PRD1023,WH02,SUP011,2023-07-26,2023-08-06,2023-08-06,Delivered,63
ORD549478,PRD1005,WH01,SUP001,2024-12-05,2024-12-12,2024-12-17,Delivered,74
ORD510022,PRD1036,WH05,SUP002,2024-09-07,2024-09-14,2024-09-21,Delivered,84
ORD503824,PRD1043,WH03,SUP003,2024-06-22,2024-07-07,2024-07-14,Delivered,5
ORD539047,PRD1027,WH03,SUP008,01/30/2024,2024-02-03,2024-02-03,Delivered,130
ORD501789,PRD1025,WH08,SUP002,2024-11-15,2024-11-24,2024-11-26,Delivered,68
ORD538289,PRD1010,WH04,SUP009,05/14/2023,2023-05-18,2023-05-18,Delivered,134
ORD543330,PRD1020,WH07,SUP003,2023-06-08,2023-06-22,,In Transit,31
ORD541908,PRD1015,WH08,SUP009,2024-02-05,2024-02-09,2024-02-11,Delivered,67
ORD504342,PRD1031,WH02,SUP004,2023-08-08,2023-08-18,,Cancelled,180
ORD544024,PRD1045,WH05,SUP001,2024-02-04,2024-02-08,2024-02-08,Delivered,153
ORD519646,PRD1029,WH05,SUP003,2023-07-19,2023-07-29,2023-07-30,Delivered,179
ORD512977,PRD1041,WH06,SUP011,2024-10-04,2024-10-10,,In Transit,101
ORD514439,PRD1042,WH03,SUP008,2023-10-07,2023-10-10,2023-10-12,Delivered,148
ORD537580,PRD1034,WH04,SUP010,2023-03-06,2023-03-07,2023-03-09,Delivered,26
ORD528223,PRD1019,WH08,SUP012,2024-07-16,2024-07-30,,Delayed,40
ORD522810,PRD1046,WH04,SUP008,2024-08-29,2024-09-05,2024-09-08,Delivered,79
ORD528896,PRD1046,WH01,SUP003,2023-09-28,2023-10-11,,Delayed,142
ORD548062,PRD1044,WH07,SUP010,2023-03-21,2023-03-22,2023-03-22,Delivered,68
ORD511779,PRD1014,WH03,SUP002,2023-12-24,2024-01-01,2024-01-03,Delivered,168
ORD542932,PRD1043,WH07,SUP001,2023-03-21,2023-03-25,,Cancelled,155
ORD516169,PRD1033,WH04,SUP003,2023-06-25,2023-06-28,,Delayed,124
ORD539583,PRD1006,WH07,SUP012,2023-11-26,2023-11-28,,Cancelled,134
ORD501259,PRD1042,WH04,SUP007,2024-03-04,2024-03-13,2024-03-20,Delivered,141
ORD549761,PRD1016,WH01,SUP004,2024-08-31,2024-09-04,2024-09-11,Delivered,120
ORD546204,PRD1048,WH03,SUP011,2023-04-12,2023-04-26,2023-04-26,Delivered,175
ORD538644,PRD1031,WH02,SUP004,2024-07-24,2024-07-26,2024-07-31,Delivered,87
ORD545906,PRD1017,WH05,SUP008,2023-10-10,2023-10-14,,Cancelled,11
ORD517912,PRD1022,WH01,SUP001,2024-09-25,2024-09-27,,In Transit,38
ORD523481,PRD1001,WH06,SUP002,2024-04-18,2024-04-30,,In Transit,46
ORD506597,PRD1003,WH07,SUP011,2024-08-30,2024-09-02,2024-09-02,Delivered,65
ORD534773,PRD1022,WH06,SUP005,2024-11-06,2024-11-14,2024-11-19,Delivered,163
ORD503674,PRD1024,WH06,SUP008,2023-07-02,2023-07-14,,Cancelled,197
ORD507957,PRD1035,WH07,SUP007,01-06-2024,2024-06-11,,In Transit,8
ORD544282,PRD1016,WH01,SUP011,2024-01-23,2024-01-26,,In Transit,73
ORD551919,PRD1001,WH08,SUP004,2024-03-17,2024-03-30,,Delayed,66
ORD551194,PRD1029,WH03,SUP011,19/11/2023,2023-11-30,,In Transit,33
ORD518394,PRD1034,WH04,SUP004,2023-04-01,2023-04-13,,Cancelled,116
ORD532634,PRD1036,WH06,SUP004,25-12-2023,2023-12-31,,Cancelled,45
ORD523964,PRD1010,WH03,SUP011,2023-10-13,2023-10-26,,Delayed,76
ORD551212,PRD1020,WH07,SUP006,2024-10-31,2024-11-10,2024-11-10,Delivered,34
ORD524632,PRD1007,WH03,SUP003,2024-11-19,2024-11-21,2024-11-28,Delivered,110
ORD521176,PRD1047,WH05,SUP008,2024-10-13,2024-10-14,2024-10-19,Delivered,13
ORD527378,PRD1011,WH02,SUP004,2023-06-18,2023-07-03,2023-07-04,Delivered,35
ORD514179,PRD1007,WH06,SUP001,2023-07-17,2023-07-18,,In Transit,27
ORD519569,PRD1007,WH08,SUP004,2024-12-03,2024-12-11,2024-12-11,Delivered,26
ORD530292,PRD1007,WH04,SUP002,2024-03-10,2024-03-24,,Cancelled,157
ORD543158,PRD1033,WH02,SUP006,2023-06-13,2023-06-14,2023-06-21,Delivered,103
ORD531168,PRD1028,WH08,SUP005,2023-12-22,2023-12-30,,In Transit,100
ORD541145,PRD1045,WH07,SUP007,2024-12-16,2024-12-19,2024-12-19,Delivered,32
ORD507459,PRD1038,WH06,SUP009,2024-01-28,2024-02-07,2024-02-07,Delivered,89
ORD548611,PRD1020,WH06,SUP001,2023-08-06,2023-08-08,2023-08-08,Delivered,125
ORD526272,PRD1024,WH06,SUP001,2023-10-15,2023-10-25,2023-11-01,Delivered,178
ORD514020,PRD1035,WH06,SUP011,2023-07-14,2023-07-21,,In Transit,30
ORD506454,PRD1048,WH04,SUP004,2024-01-04,2024-01-10,,Cancelled,139
ORD517875,PRD1028,WH02,SUP008,2023-03-19,2023-03-24,,Cancelled,146
ORD518046,PRD1037,WH06,SUP007,2024-05-04,2024-05-10,2024-05-17,Delivered,88
ORD514351,PRD1003,WH07,SUP009,2023-12-02,2023-12-11,2023-12-14,Delivered,182
ORD530901,PRD1031,WH03,SUP002,2024-05-16,2024-05-23,2024-05-24,Delivered,184
ORD524681,PRD1016,WH04,SUP004,2023-03-16,2023-03-26,,Cancelled,171
ORD551830,PRD1025,WH01,SUP009,2023-11-06,2023-11-18,2023-11-18,Delivered,177
ORD529879,PRD1046,WH02,SUP001,2023-11-30,2023-12-07,,In Transit,69
ORD525669,PRD1018,WH05,SUP002,08-04-2023,2023-04-10,,In Transit,84
ORD532336,PRD1043,WH06,SUP005,2024-02-29,2024-03-05,2024-03-05,Delivered,103
ORD550669,PRD1035,WH04,SUP001,10/05/2024,2024-10-16,2024-10-16,Delivered,31
ORD528444,PRD1002,WH05,SUP011,2023-01-03,2023-01-07,2023-01-07,Delivered,87
ORD508886,PRD1008,WH06,SUP010,2023-03-24,2023-04-04,2023-04-05,Delivered,33
ORD511693,PRD1039,WH05,SUP011,2024-10-08,2024-10-20,,In Transit,6
ORD502088,PRD1024,WH02,SUP008,11/12/2023,2023-11-24,2023-11-27,Delivered,10
ORD529513,PRD1009,WH02,SUP012,2024-05-12,2024-05-19,,In Transit,101
ORD537486,PRD1019,WH07,SUP001,2024-03-18,2024-03-25,,In Transit,52
ORD530031,PRD1041,WH06,SUP003,2024-11-04,2024-11-18,2024-11-18,Delivered,62
ORD533842,PRD1029,WH01,SUP001,2024-09-03,2024-09-09,2024-09-11,Delivered,53
ORD538590,PRD1013,WH01,SUP001,2024-05-24,2024-05-28,,Cancelled,161
ORD513817,PRD1019,WH01,SUP001,04/21/2023,2023-04-24,,In Transit,136
ORD513271,PRD1005,WH01,SUP010,2024-07-23,2024-07-29,2024-08-01,Delivered,87
ORD502176,PRD1041,WH04,SUP008,10-08-2023,2023-08-13,2023-08-15,Delivered,62
ORD517233,PRD1039,WH07,SUP012,2023-03-08,2023-03-10,2023-03-11,Delivered,164
ORD537836,PRD1027,WH04,SUP002,29-09-2024,2024-10-14,2024-10-21,Delivered,49
ORD519904,PRD1033,WH02,SUP003,2024-12-31,2025-01-04,,Cancelled,11
ORD545791,PRD1046,WH08,SUP012,2023-08-20,2023-08-22,2023-08-25,Delivered,104
ORD514449,PRD1038,WH02,SUP002,2024-05-20,2024-06-02,2024-06-09,Delivered,109
ORD546291,PRD1032,WH06,SUP006,2023-06-07,2023-06-11,,Cancelled,153
ORD523514,PRD1016,WH02,SUP002,2023-09-20,2023-09-27,2023-09-27,Delivered,76
ORD510622,PRD1041,WH08,SUP011,2024-03-15,2024-03-29,,Delayed,200
ORD548549,PRD1015,WH01,SUP004,2024-05-31,2024-06-13,2024-06-15,Delivered,124
ORD511218,PRD1007,WH02,SUP006,2024-10-08,2024-10-13,2024-10-13,Delivered,55
ORD533180,PRD1037,WH05,SUP004,2024-08-20,2024-09-03,2024-09-03,Delivered,66
ORD509572,PRD1044,WH04,SUP002,2024-12-28,2025-01-12,2025-01-12,Delivered,101
ORD509978,PRD1035,WH06,SUP009,14-12-2023,2023-12-17,,Delayed,171
ORD516743,PRD1044,WH08,SUP001,2023-11-02,2023-11-03,2023-11-03,Delivered,9
ORD515367,PRD1010,WH08,SUP010,03/14/2024,2024-03-18,2024-03-18,Delivered,33
ORD544326,PRD1018,WH05,SUP004,2023-06-28,2023-07-10,2023-07-17,Delivered,121
ORD536826,PRD1011,WH01,SUP006,2023-07-22,2023-07-27,2023-07-30,Delivered,144
ORD536950,PRD1025,WH05,SUP006,2024-05-10,2024-05-16,2024-05-18,Delivered,82
ORD544174,PRD1009,WH01,SUP002,2023-01-11,2023-01-13,2023-01-18,Delivered,118
ORD520860,PRD1021,WH01,SUP004,2023-05-23,2023-06-07,2023-06-09,Delivered,55
ORD541072,PRD1001,WH08,SUP004,2024-11-23,2024-12-05,,Cancelled,174
ORD505754,PRD1006,WH04,SUP005,2023-06-28,2023-07-06,,Delayed,186
ORD518791,PRD1045,WH04,SUP004,2024-05-03,2024-05-13,2024-05-13,Delivered,68
ORD501735,PRD1010,WH08,SUP003,2023-09-06,2023-09-13,,Cancelled,45
ORD503817,PRD1008,WH05,SUP009,2024-08-23,2024-09-05,,Cancelled,87
ORD531175,PRD1048,WH04,SUP002,2023-09-11,2023-09-21,2023-09-21,Delivered,167
ORD528594,PRD1013,WH07,SUP012,2024-06-23,2024-07-06,,Delayed,97
ORD511440,PRD1012,WH02,SUP011,12/11/2023,2023-11-20,2023-11-20,Delivered,137
ORD500780,PRD1044,WH06,SUP001,04/24/2023,2023-05-01,2023-05-06,Delivered,163
ORD541172,PRD1028,WH01,SUP009,2024-04-22,2024-05-06,2024-05-06,Delivered,117
ORD508605,PRD1004,WH06,SUP002,08-06-2024,2024-06-11,2024-06-18,Delivered,168
ORD520714,PRD1031,WH03,SUP012,20-09-2023,2023-09-23,,Cancelled,148
ORD527183,PRD1011,WH08,SUP010,2024-11-10,2024-11-21,2024-11-22,Delivered,172
ORD533161,PRD1023,WH07,SUP012,2023-01-23,2023-01-24,,In Transit,108
ORD501008,PRD1023,WH07,SUP003,2024-12-14,2024-12-15,2024-12-20,Delivered,99
ORD503429,PRD1027,WH02,SUP005,24/08/2024,2024-09-08,,In Transit,19
ORD521392,PRD1004,WH05,SUP001,2023-07-29,2023-07-30,2023-07-30,Delivered,115
ORD534724,PRD1039,WH07,SUP002,2023-08-26,2023-09-10,,Cancelled,135
ORD501800,PRD1014,WH01,SUP001,2024-01-26,2024-01-30,,Delayed,34
ORD551042,PRD1047,WH04,SUP010,2023-02-13,2023-02-24,,In Transit,185
ORD511892,PRD1010,WH03,SUP008,2024-10-29,2024-11-13,2024-11-13,Delivered,169
ORD521197,PRD1020,WH06,SUP009,2023-11-10,2023-11-14,,Cancelled,41
ORD502671,PRD1023,WH06,SUP004,28/02/2023,2023-03-03,2023-03-05,Delivered,58
ORD544946,PRD1001,WH08,SUP006,2023-04-09,2023-04-21,2023-04-22,Delivered,121
ORD524205,PRD1016,WH01,SUP006,2023-11-02,2023-11-08,,Cancelled,88
ORD520735,PRD1006,WH07,SUP012,03/15/2023,2023-03-16,,Delayed,77
ORD541226,PRD1040,WH05,SUP010,2023-09-03,2023-09-18,,In Transit,119
ORD541048,PRD1018,WH03,SUP008,12/03/2024,2024-12-13,2024-12-15,Delivered,113
ORD543703,PRD1038,WH04,SUP005,18/03/2024,2024-03-26,2024-03-26,Delivered,148
ORD542449,PRD1007,WH04,SUP007,04/30/2024,2024-05-09,,Cancelled,121
ORD539340,PRD1009,WH05,SUP008,2024-11-22,2024-12-01,2024-12-01,Delivered,110
ORD537681,PRD1009,WH05,SUP012,2024-12-12,2024-12-21,2024-12-22,Delivered,187
ORD517781,PRD1027,WH06,SUP006,2024-06-16,2024-06-28,2024-07-03,Delivered,59
ORD539224,PRD1026,WH05,SUP003,2023-07-09,2023-07-20,,Cancelled,21
ORD535401,PRD1035,WH02,SUP007,2023-11-06,2023-11-15,,Cancelled,96
ORD544361,PRD1038,WH07,SUP007,02/18/2023,2023-02-24,,Delayed,107
ORD507862,PRD1033,WH02,SUP001,2024-04-25,2024-05-06,,Cancelled,166
ORD513539,PRD1048,WH03,SUP008,2023-01-03,2023-01-16,,In Transit,109
ORD521733,PRD1036,WH01,SUP007,2024-10-17,2024-10-27,2024-10-28,Delivered,127
ORD521456,PRD1020,WH04,SUP001,2024-01-30,2024-02-12,2024-02-14,Delivered,155
ORD503749,PRD1029,WH06,SUP012,2023-02-12,2023-02-21,,In Transit,146
ORD502245,PRD1037,WH03,SUP012,16/03/2023,2023-03-25,,Delayed,49
ORD523729,PRD1045,WH02,SUP002,2024-07-31,2024-08-03,,Cancelled,22
ORD510832,PRD1046,WH07,SUP009,2023-04-06,2023-04-10,,In Transit,149
ORD549360,PRD1015,WH04,SUP003,2024-09-12,2024-09-16,,Delayed,138
ORD519182,PRD1007,WH05,SUP002,2023-08-13,2023-08-24,,In Transit,112
ORD525017,PRD1028,WH04,SUP005,2024-03-16,2024-03-31,2024-04-03,Delivered,101
ORD512626,PRD1023,WH02,SUP009,2024-04-06,2024-04-15,2024-04-15,Delivered,137
ORD508939,PRD1040,WH06,SUP008,2024-08-04,2024-08-15,,In Transit,114
ORD543441,PRD1022,WH03,SUP004,2023-04-14,2023-04-18,,Delayed,100
ORD538270,PRD1022,WH02,SUP005,11/05/2024,2024-11-20,2024-11-27,Delivered,91
ORD534075,PRD1040,WH06,SUP012,2024-12-20,2025-01-04,2025-01-04,Delivered,165
ORD541571,PRD1004,WH08,SUP008,2024-01-02,2024-01-14,2024-01-14,Delivered,149
ORD512415,PRD1018,WH08,SUP002,2023-08-06,2023-08-08,2023-08-08,Delivered,153
ORD528710,PRD1029,WH05,SUP003,2024-01-12,2024-01-27,2024-01-27,Delivered,147
ORD543240,PRD1033,WH08,SUP002,2023-10-27,2023-11-08,,In Transit,24
ORD531392,PRD1026,WH07,SUP003,2024-10-29,2024-10-31,,Delayed,116
ORD545514,PRD1011,WH01,SUP006,2023-06-23,2023-06-28,,In Transit,188
ORD502363,PRD1021,WH07,SUP003,2023-08-04,2023-08-16,,Delayed,136
ORD548796,PRD1029,WH03,SUP011,2023-06-07,2023-06-12,2023-06-12,Delivered,110
ORD538883,PRD1045,WH05,SUP001,2024-10-18,2024-10-20,,Delayed,100
ORD503614,PRD1044,WH07,SUP008,2023-08-22,2023-09-02,,Cancelled,30
ORD520215,PRD1034,WH08,SUP012,2024-03-08,2024-03-21,2024-03-21,Delivered,157
ORD530103,PRD1012,WH01,SUP009,2024-07-08,2024-07-17,2024-07-17,Delivered,103
ORD550182,PRD1042,WH07,SUP009,2023-08-28,2023-09-07,2023-09-08,Delivered,123
ORD549727,PRD1045,WH04,SUP001,2024-08-02,2024-08-10,,Cancelled,60
ORD545754,PRD1002,WH03,SUP008,2023-12-19,2024-01-01,,In Transit,178
ORD535774,PRD1002,WH08,SUP005,2023-06-01,2023-06-05,,Delayed,167
ORD543192,PRD1006,WH04,SUP004,2024-10-10,2024-10-18,,In Transit,143
ORD529971,PRD1011,WH03,SUP002,2023-01-14,2023-01-27,2023-02-01,Delivered,137
ORD520467,PRD1018,WH03,SUP005,2024-06-18,2024-06-25,2024-06-26,Delivered,153
ORD505159,PRD1002,WH02,SUP003,2023-09-15,2023-09-22,2023-09-22,Delivered,195
ORD500444,PRD1004,WH07,SUP010,2024-05-09,2024-05-24,,In Transit,50
ORD548483,PRD1048,WH04,SUP001,2023-11-09,2023-11-15,,Delayed,87
ORD546986,PRD1008,WH08,SUP002,2023-09-19,2023-10-01,2023-10-06,Delivered,192
ORD514963,PRD1028,WH03,SUP003,2024-11-22,2024-12-05,2024-12-06,Delivered,119
ORD528996,PRD1037,WH07,SUP010,2023-02-25,2023-03-10,2023-03-10,Delivered,11
ORD501758,PRD1029,WH06,SUP003,2023-06-22,2023-06-28,2023-06-28,Delivered,53
ORD550107,PRD1018,WH08,SUP011,2024-12-06,2024-12-21,2024-12-21,Delivered,47
ORD549218,PRD1019,WH02,SUP011,2024-06-15,2024-06-24,2024-06-25,Delivered,66
ORD519858,PRD1029,WH03,SUP005,2023-07-29,2023-08-09,2023-08-10,Delivered,150
ORD530724,PRD1044,WH06,SUP003,2024-08-09,2024-08-21,2024-08-21,Delivered,37
ORD534639,PRD1039,WH05,SUP005,2023-02-23,2023-02-28,2023-03-01,Delivered,99
ORD543833,PRD1026,WH01,SUP007,2023-12-30,2024-01-04,2024-01-11,Delivered,107
ORD502828,PRD1022,WH08,SUP003,17-05-2024,2024-05-19,2024-05-20,Delivered,55
ORD545351,PRD1027,WH08,SUP008,2024-06-03,2024-06-14,,Cancelled,153
ORD513385,PRD1017,WH03,SUP010,2024-02-06,2024-02-15,,In Transit,77
ORD550606,PRD1033,WH03,SUP010,2024-03-11,2024-03-13,2024-03-16,Delivered,63
ORD544366,PRD1040,WH03,SUP005,2024-10-11,2024-10-12,,Delayed,166
ORD518935,PRD1036,WH08,SUP010,2024-09-04,2024-09-05,,Cancelled,100
ORD546654,PRD1048,WH01,SUP009,2023-09-14,2023-09-16,,Delayed,157
ORD544907,PRD1019,WH08,SUP007,2024-06-04,2024-06-13,,Delayed,149
ORD544209,PRD1011,WH08,SUP011,2023-03-29,2023-03-31,2023-04-02,Delivered,134
ORD548829,PRD1015,WH04,SUP011,2024-09-05,2024-09-06,2024-09-09,Delivered,53
ORD539105,PRD1020,WH06,SUP012,2024-02-29,2024-03-07,2024-03-14,Delivered,7
ORD517942,PRD1003,WH07,SUP011,2023-10-02,2023-10-14,2023-10-17,Delivered,59
ORD514864,PRD1027,WH06,SUP001,2023-02-14,2023-02-16,2023-02-18,Delivered,147
ORD529063,PRD1047,WH02,SUP004,2024-08-06,2024-08-18,2024-08-18,Delivered,84
ORD517363,PRD1015,WH03,SUP001,2024-02-19,2024-02-20,,Cancelled,140
ORD518525,PRD1035,WH04,SUP009,2024-11-01,2024-11-12,2024-11-15,Delivered,38
ORD511725,PRD1007,WH07,SUP003,2023-05-12,2023-05-22,2023-05-24,Delivered,38
ORD517239,PRD1043,WH04,SUP005,2024-07-02,2024-07-16,,In Transit,26
ORD521356,PRD1021,WH04,SUP007,18-07-2023,2023-07-24,2023-07-27,Delivered,120
ORD504713,PRD1046,WH01,SUP005,2023-05-12,2023-05-16,2023-05-23,Delivered,29
ORD531399,PRD1019,WH02,SUP001,2024-10-22,2024-10-30,2024-11-04,Delivered,87
ORD503335,PRD1007,WH02,SUP005,06/07/2023,2023-06-08,2023-06-11,Delivered,127
ORD542471,PRD1046,WH05,SUP002,2024-01-03,2024-01-07,2024-01-14,Delivered,141
ORD526967,PRD1042,WH06,SUP008,2023-06-16,2023-06-18,2023-06-20,Delivered,24
ORD531713,PRD1028,WH01,SUP006,03/03/2024,2024-03-04,2024-03-05,Delivered,109
ORD527452,PRD1006,WH06,SUP009,2023-09-16,2023-09-28,,In Transit,134
ORD535084,PRD1036,WH01,SUP004,2024-09-25,2024-10-01,2024-10-02,Delivered,178
ORD551640,PRD1044,WH03,SUP008,2023-07-21,2023-07-23,,In Transit,23
ORD528018,PRD1006,WH03,SUP007,2024-06-19,2024-06-20,,Delayed,74
ORD520779,PRD1043,WH01,SUP002,2023-05-16,2023-05-31,,In Transit,169
ORD516301,PRD1042,WH06,SUP012,2024-09-19,2024-09-22,,Cancelled,173
ORD519118,PRD1028,WH05,SUP011,2023-02-22,2023-02-23,2023-02-23,Delivered,125
ORD512399,PRD1024,WH03,SUP005,2024-04-05,2024-04-17,,In Transit,199
ORD514124,PRD1023,WH04,SUP005,28-06-2023,2023-06-29,,Cancelled,182
ORD535817,PRD1004,WH01,SUP010,2023-06-21,2023-07-05,,Cancelled,82
ORD514428,PRD1021,WH06,SUP008,2023-09-17,2023-09-29,2023-09-29,Delivered,163
ORD548473,PRD1047,WH06,SUP001,2023-01-14,2023-01-18,2023-01-20,Delivered,127
ORD550432,PRD1034,WH05,SUP003,16/01/2024,2024-01-23,,In Transit,174
ORD536089,PRD1034,WH01,SUP009,2023-05-05,2023-05-13,2023-05-13,Delivered,42
ORD520520,PRD1004,WH05,SUP002,2023-10-06,2023-10-11,2023-10-11,Delivered,127
ORD536737,PRD1044,WH08,SUP007,2023-11-23,2023-11-29,,Cancelled,136
ORD529010,PRD1048,WH07,SUP011,2023-03-07,2023-03-11,2023-03-11,Delivered,55
ORD548003,PRD1003,WH06,SUP008,2023-02-12,2023-02-22,,Delayed,104
ORD543835,PRD1019,WH06,SUP010,06/30/2023,2023-07-11,2023-07-13,Delivered,161
ORD509399,PRD1045,WH06,SUP010,2024-08-31,2024-09-02,2024-09-09,Delivered,121
ORD507328,PRD1040,WH08,SUP012,2024-03-23,2024-04-04,,In Transit,67
ORD503398,PRD1039,WH04,SUP001,2023-02-01,2023-02-07,2023-02-09,Delivered,115
ORD548571,PRD1021,WH04,SUP002,2024-10-04,2024-10-13,2024-10-13,Delivered,13
ORD551500,PRD1027,WH06,SUP009,2023-07-04,2023-07-10,2023-07-15,Delivered,173
ORD527490,PRD1032,WH03,SUP001,13-01-2024,2024-01-24,,Cancelled,47
ORD528326,PRD1002,WH02,SUP010,09-07-2024,2024-07-13,,In Transit,134
